table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),,,,,,,,,,,,
"Table 1. Annual Estimates of the Population of Metropolitan and Micropolitan Statistical Areas: April 1, 2000 to July 1, 2007",,,,,,,,,,,,
"CBSA
Code","Metro
Division
Code",Geographic area,Population estimates,,,,,,,,"April 1, 2000",
47820,,"Washington, NC","45,771","45,796","45,439","45,142","45,055","44,998","44,980","44,979","44,958","44,958"
47860,,"Washington, OH","28,308","28,233","28,242","28,103","28,148","28,165","28,178","28,435","28,433","28,433"
47980,,"Watertown, SD","31,977","31,717","31,449","31,378","31,394","31,429","31,450","31,455","31,437","31,437"
48020,,"Watertown-Fort Atkinson, WI","80,213","79,440","78,694","77,930","77,090","76,713","76,211","75,940","75,767","74,021"
48060,,"Watertown-Fort Drum, NY","117,201","117,162","116,050","114,424","113,691","113,936","111,851","111,519","111,738","111,738"
48100,,"Wauchula, FL","28,830","28,254","27,859","27,691","27,448","27,316","26,697","26,912","26,938","26,938"
48180,,"Waycross, GA","53,712","52,926","52,129","51,687","51,442","51,170","51,261","51,141","51,119","51,119"
48340,,"West Helena, AR","22,035","22,583","23,296","23,645","24,107","24,787","25,668","26,269","26,445","26,445"
48460,,"West Plains, MO","38,639","38,365","38,106","37,561","37,346","37,179","37,108","37,234","37,238","37,238"
48500,,"West Point, MS","20,969","21,078","21,122","21,407","21,369","21,843","21,796","21,972","21,979","21,979"
48580,,"Whitewater, WI","100,800","100,397","99,224","97,591","96,677","95,230","93,552","92,434","92,013","93,759"
48740,,"Willimantic, CT","117,038","116,363","115,235","113,987","112,413","110,963","109,818","109,201","109,091","109,091"
48780,,"Williston, ND","19,540","19,257","19,133","19,142","19,254","19,418","19,430","19,652","19,761","19,761"
48820,,"Willmar, MN","40,784","40,843","40,951","41,070","41,090","40,915","41,194","41,147","41,203","41,203"
48940,,"Wilmington, OH","43,071","42,866","42,119","41,844","41,473","41,245","40,926","40,664","40,543","40,543"
48980,,"Wilson, NC","76,754","75,874","75,579","75,191","74,955","74,733","73,948","73,933","73,811","73,814"
49060,,"Winfield, KS","34,251","34,193","34,508","35,159","35,412","36,072","35,763","36,258","36,288","36,291"
49100,,"Winona, MN","49,802","49,730","49,620","49,355","49,507","49,527","49,830","50,039","49,985","49,985"
49260,,"Woodward, OK","19,505","19,107","18,881","18,746","18,433","18,393","18,321","18,429","18,486","18,486"
49300,,"Wooster, OH","113,554","113,614","113,245","112,985","112,837","112,582","112,107","111,667","111,530","111,564"
49380,,"Worthington, MN","20,128","20,094","20,243","20,269","20,400","20,488","20,751","20,778","20,832","20,832"
49460,,"Yankton, SD","21,645","21,650","21,638","21,685","21,539","21,488","21,472","21,605","21,652","21,652"
49540,,"Yazoo City, MS","27,187","27,213","27,336","27,792","27,808","27,683","27,774","28,134","28,149","28,149"
49780,,"Zanesville, OH","85,333","85,500","85,208","85,213","85,132","85,103","84,706","84,712","84,585","84,585"
Footnotes:,,,,,,,,,,,,
"/1 Broomfield, CO was formed from parts of Adams, Boulder, Jefferson, and Weld Counties, CO on November 15, 2001 and was coextensive with Broomfield city.",,,,,,,,,,,,
"For purposes of presenting data for metropolitan and micropolitan statistical areas for Census 2000, Broomfield is treated as if it were a county at the time of the census.",,,,,,,,,,,,
"Note: The April 1, 2000 estimates base reflects changes to the Census 2000 population resulting from legal boundary updates as of January 1 of the estimates year, other geographic program changes, and the Count Question Resolution program.  All geographic boundaries for the July 1, 2007 population estimates series are defined as of January 1, 2007.  The Office of Management and Budget's statistical area definitions (for metropolitan, micropolitan, and combined statistical areas, as well as metropolitan divisions) are those issued by that agency in December 2006.",,,,,,,,,,,,
The metropolitan and micropolitan statistical area population estimates are based upon the county estimates.  The county estimates methodology is available at: <http://www.census.gov/popest/topics/methodology/2007-st-co-meth.pdf>.,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,
"Table 1.  Annual Estimates of the Population of Metropolitan and Micropolitan Statistical Areas: April 1, 2000 to July 1, 2007 (CBSA-EST2007-01)",,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,
Release Date: March 27, 2008 ,,,,,,,,,,,,
